ident;dt_adhesion;nb_cart_2005m1;nb_cart_2005m2;nb_cart_2005m3;nb_cart_2005m4;nb_cart_2005m5;nb_cart_2005m6;nb_cart_2005m7;nb_cart_2005m8;nb_cart_2005m9;nb_cart_2005m10;nb_cart_2005m11;nb_cart_2005m12;montant_2005m1;montant_2005m2;montant_2005m3;montant_2005m4;montant_2005m5;montant_2005m6;montant_2005m7;montant_2005m8;montant_2005m9;montant_2005m10;montant_2005m11;montant_2005m12;nb_cart_2006m1;nb_cart_2006m2;nb_cart_2006m3;nb_cart_2006m4;nb_cart_2006m5;nb_cart_2006m6;nb_cart_2006m7;nb_cart_2006m8;nb_cart_2006m9;nb_cart_2006m10;nb_cart_2006m11;nb_cart_2006m12;montant_2006m1;montant_2006m2;montant_2006m3;montant_2006m4;montant_2006m5;montant_2006m6;montant_2006m7;montant_2006m8;montant_2006m9;montant_2006m10;montant_2006m11;montant_2006m12;nb_cart_2007m1;nb_cart_2007m2;nb_cart_2007m3;nb_cart_2007m4;nb_cart_2007m5;nb_cart_2007m6;nb_cart_2007m7;nb_cart_2007m8;nb_cart_2007m9;nb_cart_2007m10;nb_cart_2007m11;nb_cart_2007m12;montant_2007m1;montant_2007m2;montant_2007m3;montant_2007m4;montant_2007m5;montant_2007m6;montant_2007m7;montant_2007m8;montant_2007m9;montant_2007m10;montant_2007m11;montant_2007m12;sexe;IDF;age
408;21SEP2004;0;0;0;0;420;0;0;0;0;400;0;0;0;0;0;0;130.6;0;0;0;0;124;0;0;400;0;200;0;0;610;600;0;0;500;300;600;124;0;62;0;0;190.3;186;0;0;155;93;186;0;600;0;600;0;600;0;60;660;0;700;0;0;186;0;187.2;0;186;0;18.6;205;0;217;0;1;1;26
64245;22JUN2004;0;150;350;210;0;0;0;0;0;0;0;0;0;43.5;110.5;66.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;23
140394;02SEP2004;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;18.8;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;40;0;0;0;18.6;0;0;0;0;0;0;0;12.8;0;0;0;0;50;0;0;120;0;0;0;120;0;0;0;0;15.5;0;0;37.2;0;0;0;37.2;0;0;1;0;18
325220;20NOV2004;120;0;0;0;0;100;0;40;100;0;0;150;34.8;0;0;0;0;31;0;12.4;31.4;0;0;46.5;0;0;0;100;0;0;100;0;100;0;30;260;0;0;0;31.8;0;0;31.4;0;31.6;0;9.9;83.4;0;0;0;0;0;0;200;0;60;0;100;20;0;0;0;0;0;0;62;0;18.6;0;31.8;7;1;0;18
336313;04NOV2004;0;0;200;0;0;0;0;250;0;0;0;0;0;0;58;0;0;0;0;78.5;0;0;0;0;250;350;0;400;0;400;0;0;350;0;350;0;77.5;108.5;0;124;0;124;0;0;108.5;0;108.5;0;500;0;0;0;0;0;300;0;0;0;0;0;155;0;0;0;0;0;93;0;0;0;0;0;0;0;21
339764;18SEP2004;0;0;0;200;0;160;0;0;0;0;0;0;0;0;0;64;0;51.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
341295;05JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62.8;0;0;0;0;0;1;1;36
387471;27SEP2004;0;70;0;90;110;0;230;0;0;80;100;0;0;21.2;0;28.1;34.7;0;71.7;0;0;25.2;31.8;0;100;0;120;0;150;0;140;150;70;130;0;400;32;0;37.2;0;47.5;0;44.4;47.7;22.3;41.3;0;126;0;150;240;220;0;430;0;240;120;200;250;0;0;47.5;75.8;69.6;0;135.1;0;75.8;37.6;62;78.5;0;1;0;43
390476;19AUG2004;50;0;50;0;0;50;0;0;0;0;0;50;14.5;0;15.7;0;0;15.5;0;0;0;0;0;15.5;0;0;420;0;0;0;0;0;50;0;0;50;0;0;131.2;0;0;0;0;0;15.5;0;0;15.5;0;0;0;0;0;50;0;100;0;0;0;0;0;0;0;0;0;15.5;0;31;0;0;0;0;1;1;48
396350;31DEC2004;170;0;0;0;0;110;0;0;0;110;110;0;51.4;0;0;0;0;34.1;0;0;0;34.3;34.7;0;0;0;120;0;110;0;90;0;0;150;0;110;0;0;37.6;0;35.1;0;27.9;0;0;47.5;0;34.5;0;0;0;120;0;0;100;0;0;0;0;140;0;0;0;37.8;0;0;31;0;0;0;0;44.6;0;0;21
397439;15OCT2004;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;87.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;23
398127;28SEP2004;400;0;0;0;0;400;0;0;0;400;0;0;116;0;0;0;0;124;0;0;0;124;0;0;0;400;0;0;0;0;0;400;0;0;0;0;0;124;0;0;0;0;0;124;0;0;0;0;400;0;0;400;0;0;0;0;400;0;0;400;124;0;0;126;0;0;0;0;124;0;0;125.2;0;0;23
403530;23DEC2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;25
413319;29JUL2004;0;0;0;0;0;100;0;0;100;0;0;100;0;0;0;0;0;31.2;0;0;31.2;0;0;31.2;0;0;0;100;0;0;0;100;0;0;100;0;0;0;0;31.2;0;0;0;31.2;0;0;31.2;0;0;0;100;0;0;200;0;0;220;0;0;0;0;0;31;0;0;62;0;0;69;0;0;0;0;1;20
413573;11SEP2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;34.3;0;0;0;0;0;0;0;0;0;1;1;22
424238;18NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;20
424913;07SEP2004;0;0;0;0;0;100;0;100;0;100;100;0;0;0;0;0;0;31;0;31;0;31;31;0;0;0;0;0;100;100;0;0;0;100;150;0;0;0;0;0;31;31;0;0;0;31.2;46.5;0;200;0;0;200;0;0;0;0;200;0;0;200;62.4;0;0;62;0;0;0;0;62;0;0;63.2;1;0;35
425761;05JUN2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;150;250;250;0;0;0;0;0;0;62.4;0;0;46.7;77.9;77.9;1;1;18
427467;12JUN2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;18
427476;19NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19
442702;22JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23
458428;26JUL2004;0;0;0;0;40;0;0;0;40;0;0;0;0;0;0;0;12.4;0;0;0;12.4;0;0;0;20;0;60;0;0;0;0;0;0;40;0;0;6.2;0;18.6;0;0;0;0;0;0;12.4;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;9.3;0;0;0;0;1;1;21
464211;16JUN2004;0;0;200;0;0;200;0;200;0;250;0;0;0;0;59.5;0;0;63.8;0;63;0;78.9;0;0;200;0;250;0;0;0;200;0;0;0;300;0;63;0;79.5;0;0;0;63;0;0;0;96;0;200;300;0;0;0;300;0;0;250;0;250;0;63;96;0;0;0;96;0;0;80.3;0;80.3;0;1;1;22
472384;18AUG2004;0;100;0;0;0;0;0;0;200;0;0;0;0;29.3;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;48.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;22
473658;26NOV2004;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.8;0;0;0;0;0;0;0;0;0;0;0;0;1;19
474545;03SEP2004;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;21
476268;18DEC2004;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;70.2;0;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0;0;0;0;130;0;0;143.5;0;0;0;0;0;0;0;0;41.3;0;130;0;0;150;0;0;0;150;0;0;0;0;41.3;0;0;46.5;0;0;0;47.5;0;0;0;0;1;19
476441;11SEP2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;330;0;0;0;160;0;0;0;0;0;0;0;103.5;0;0;0;50.4;0;1;1;20
477359;28DEC2004;0;0;0;0;0;0;0;50;0;0;50;50;0;0;0;0;0;0;0;15.5;0;0;15.5;15.5;50;0;50;0;50;0;50;0;50;0;50;50;15.5;0;15.5;0;15.7;0;15.5;0;15.5;0;15.7;15.5;0;50;0;50;0;0;0;50;0;0;50;0;0;15.5;0;15.7;0;0;0;15.5;0;0;16.1;0;1;1;45
487093;25AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
489515;10JUL2004;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;21.7;0;80;0;0;0;0;160;0;80;0;140;50;0;24.8;0;0;0;0;49.6;0;24.8;0;44;15.9;0;0;0;0;80;0;0;0;90;0;120;0;0;0;0;0;25.6;0;0;0;28.7;0;38;0;1;0;24
490272;24JUN2004;120;0;0;0;0;0;0;0;60;0;0;0;34.8;0;0;0;0;0;0;0;18.6;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;50;0;80;0;50;60;0;0;0;0;12.4;0;15.5;0;26.4;0;15.9;18.6;0;0;35
492859;23NOV2004;0;0;0;0;0;0;0;30;0;0;80;150;0;0;0;0;0;0;0;9.3;0;0;24.8;46.5;0;0;0;0;560;100;0;0;120;0;0;90;0;0;0;0;174.2;31;0;0;37.2;0;0;27.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;20
497107;30NOV2004;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;1;1;28
503796;09JUL2004;0;0;100;0;0;0;0;0;50;0;0;0;0;0;32.2;0;0;0;0;0;16.5;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.7;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;60;0;0;0;0;0;32;0;0;0;0;0;20.6;0;0;0;1;0;18
504346;30AUG2004;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;22.1;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;90;0;0;0;37.6;0;0;0;0;0;0;0;28.7;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;24.8;0;0;0;0;0;0;0;0;0;1;0;34
505890;07JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;66.3;0;0;0;10;0;0;0;0;0;0;0;50;0;0;0;3.3;0;0;0;0;0;0;0;15.5;0;1;1;20
506560;17AUG2004;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;50;0;0;100;0;0;0;100;100;100;0;0;15.5;0;0;31.2;0;0;0;31;31.2;31;0;0;100;0;0;100;0;150;0;0;150;0;200;0;31;0;0;31;0;46.5;0;0;46.5;0;62;0;0;50
512622;05OCT2004;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62.4;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;150;0;0;0;0;0;46.5;0;0;0;0;0;46.5;0;0;0;0;0;150;0;0;150;0;150;0;0;0;0;0;0;46.5;0;0;46.7;0;46.5;0;0;0;0;1;1;39
525431;12AUG2004;0;0;0;0;0;90;0;0;0;200;0;0;0;0;0;0;0;27.9;0;0;0;62;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19
530612;04JUN2004;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.2;0;1;1;34
534964;27AUG2004;0;0;90;0;0;230;0;0;0;190;1000;0;0;0;26.1;0;0;71.3;0;0;0;59.5;310;0;0;0;290;0;0;240;0;0;0;90;0;0;0;0;90.1;0;0;74.4;0;0;0;28.1;0;0;0;140;0;0;0;0;120;80;0;0;0;1800;0;43.4;0;0;0;0;37.2;24.8;0;0;0;558;0;0;43
536593;21JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;21
539004;17DEC2004;0;0;0;0;300;0;0;0;0;0;200;0;0;0;0;0;94;0;0;0;0;0;62.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;34.7;1;0;29
539014;02JUN2004;0;40;0;0;90;0;0;0;0;30;0;0;0;11.6;0;0;28.5;0;0;0;0;9.5;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;21.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;70;0;0;0;0;0;0;0;0;15.5;0;0;22.1;0;0;0;1;1;34
540229;02JUL2004;0;50;0;200;0;0;0;0;0;0;0;0;0;14.5;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62.8;0;0;0;0;0;0;0;0;0;0;1;1;19
540650;07OCT2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
547856;21SEP2004;0;0;100;0;130;0;0;0;0;0;0;100;0;0;29.6;0;40.7;0;0;0;0;0;0;31.4;0;0;80;0;0;0;90;0;0;0;0;40;0;0;25.2;0;0;0;28.3;0;0;0;0;12.4;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.2;0;0;0;0;1;1;23
548180;23AUG2004;0;0;0;60;0;0;70;0;0;70;0;60;0;0;0;18.8;0;0;21.7;0;0;21.9;0;18.6;0;60;250;0;200;0;0;100;0;0;110;0;0;18.6;77.5;0;62.6;0;0;31;0;0;34.3;0;0;0;100;0;0;0;150;0;0;100;0;0;0;0;31.2;0;0;0;46.5;0;0;31.4;0;0;1;1;30
548332;14JUN2004;0;0;0;0;200;0;0;0;0;80;0;0;0;0;0;0;63;0;0;0;0;26;0;0;200;0;0;0;0;0;200;0;0;200;0;0;62.4;0;0;0;0;0;62;0;0;62.6;0;0;0;0;0;200;0;0;0;200;0;0;200;0;0;0;0;62.4;0;0;0;62;0;0;63.2;0;1;0;23
550222;21OCT2004;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;27.9;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;1;19
550448;20AUG2004;0;0;0;100;0;0;0;120;0;0;0;100;0;0;0;31.6;0;0;0;37.6;0;0;0;31;0;0;130;0;0;0;200;0;0;0;0;0;0;0;40.3;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;23
550693;01JUL2004;0;160;0;0;0;0;100;0;0;190;0;0;0;47.3;0;0;0;0;31.4;0;0;59.5;0;0;0;190;0;110;0;0;0;170;100;0;260;0;0;50;0;34.7;0;0;0;53.5;31.4;0;82.2;0;0;0;0;0;140;0;330;0;0;210;0;0;0;0;0;0;44.4;0;103.9;0;0;66.7;0;0;1;1;41
550858;17SEP2004;0;0;90;0;0;100;0;80;0;0;0;0;0;0;28.5;0;0;31;0;25.4;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;80;0;200;0;0;0;0;0;0;210;0;0;25;0;62.2;0;0;0;0;0;0;65.9;1;1;23
550887;07JUN2004;150;0;0;0;0;200;0;0;0;0;0;200;44.7;0;0;0;0;62.4;0;0;0;0;0;62.2;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;200;0;0;0;0;200;0;0;200;0;0;0;63;0;0;0;0;62.8;0;0;62;0;0;1;1;19
551025;02JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;40;100;0;0;0;0;18.8;0;0;0;0;0;12.4;31;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;1;1;23
551053;03JUN2004;80;0;0;0;0;40;0;0;0;0;0;0;24.1;0;0;0;0;12.6;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.8;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;25.2;0;0;0;0;0;0;0;0;0;1;0;21
551363;16AUG2004;0;0;200;0;0;0;0;200;0;520;0;0;0;0;59.2;0;0;0;0;62.8;0;166;0;0;0;0;0;130;0;0;150;0;0;0;0;90;0;0;0;41.7;0;0;47.1;0;0;0;0;30.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
551904;10JUN2004;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;46.5;0;0;0;0;0;1;1;24
552032;12JUL2004;150;0;0;0;150;0;0;0;0;0;0;0;44.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;24
552506;19JUL2004;0;10;0;0;0;0;0;0;0;60;0;0;0;2.9;0;0;0;0;0;0;0;18.6;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
552889;15OCT2004;0;0;150;0;0;0;0;200;0;0;0;0;0;0;46.5;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;1;0;24
553670;02JUN2004;90;0;90;0;100;0;0;0;0;0;120;0;26.7;0;28.3;0;31.4;0;0;0;0;0;37.8;0;110;0;0;0;100;0;0;0;70;0;0;50;34.5;0;0;0;31.6;0;0;0;22.1;0;0;15.7;100;0;0;120;0;0;0;0;0;140;0;0;31.2;0;0;37.8;0;0;0;0;0;44.8;0;0;1;1;31
553715;06AUG2004;0;100;0;0;120;0;110;0;0;0;140;0;0;29.6;0;0;37.8;0;34.5;0;0;0;44;0;0;0;100;110;0;0;90;0;0;90;0;0;0;0;31;34.3;0;0;27.9;0;0;27.9;0;0;0;0;0;0;0;0;0;100;0;0;0;90;0;0;0;0;0;0;0;31.2;0;0;0;28.3;1;1;18
553802;22JUN2004;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.5;0;0;0;0;0;0;0;0;0;1;0;23
553915;03SEP2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
553929;11SEP2004;0;0;0;0;0;0;0;170;0;0;0;150;0;0;0;0;0;0;0;53.9;0;0;0;46.9;0;0;0;170;0;150;0;0;150;0;0;250;0;0;0;53.7;0;46.5;0;0;47.1;0;0;79.5;0;0;0;0;250;0;0;0;0;200;400;360;0;0;0;0;79.1;0;0;0;0;64;124;114;1;0;22
554376;16SEP2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29
554949;03JUN2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
555035;04SEP2004;150;0;200;0;0;0;0;200;0;0;0;0;43.5;0;58;0;0;0;0;62;0;0;0;0;250;0;0;0;250;0;0;0;0;200;0;250;77.5;0;0;0;78.5;0;0;0;0;62;0;79.5;0;200;0;0;250;0;200;0;0;250;0;0;0;62;0;0;78.5;0;62;0;0;79.5;0;0;1;1;49
555192;05OCT2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;200;24.8;0;0;0;0;0;0;0;0;0;0;63.6;0;0;0;0;110;0;60;0;100;0;0;0;0;0;0;0;34.3;0;18.6;0;31.4;0;0;0;1;0;19
555609;01JUN2004;0;0;0;0;50;0;0;0;100;0;0;0;0;0;0;0;15.7;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;1;1;31
556179;25OCT2004;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62.6;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;60;0;0;0;0;0;0;15.5;0;0;0;0;19.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;23
556485;03JUN2004;0;0;0;50;0;0;0;120;0;0;0;0;0;0;0;15.5;0;0;0;37.2;0;0;0;0;120;0;0;0;0;100;0;0;0;0;0;0;37.2;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;21
557359;14OCT2004;0;60;0;0;0;0;120;0;0;0;0;0;0;17.4;0;0;0;0;37.4;0;0;0;0;0;0;100;0;0;0;0;0;0;0;160;0;100;0;31;0;0;0;0;0;0;0;50.2;0;32.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;28
558430;15JUN2004;0;0;0;0;0;50;50;0;0;0;0;0;0;0;0;0;0;15.7;15.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
559804;04JUN2004;0;0;0;0;200;0;0;0;0;150;150;0;0;0;0;0;62.6;0;0;0;0;46.5;46.5;0;0;200;0;0;0;300;0;0;150;200;0;200;0;62;0;0;0;93;0;0;46.9;62;0;62.8;0;100;0;150;150;0;100;100;400;200;0;0;0;31;0;46.5;46.5;0;31;31;124;62;0;0;0;0;27
560046;02JUN2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;31
560124;18JUN2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;24
