ident;dt_adhesion;nb_cart_2005m1;nb_cart_2005m2;nb_cart_2005m3;nb_cart_2005m4;nb_cart_2005m5;nb_cart_2005m6;nb_cart_2005m7;nb_cart_2005m8;nb_cart_2005m9;nb_cart_2005m10;nb_cart_2005m11;nb_cart_2005m12;montant_2005m1;montant_2005m2;montant_2005m3;montant_2005m4;montant_2005m5;montant_2005m6;montant_2005m7;montant_2005m8;montant_2005m9;montant_2005m10;montant_2005m11;montant_2005m12;nb_cart_2006m1;nb_cart_2006m2;nb_cart_2006m3;nb_cart_2006m4;nb_cart_2006m5;nb_cart_2006m6;nb_cart_2006m7;nb_cart_2006m8;nb_cart_2006m9;nb_cart_2006m10;nb_cart_2006m11;nb_cart_2006m12;montant_2006m1;montant_2006m2;montant_2006m3;montant_2006m4;montant_2006m5;montant_2006m6;montant_2006m7;montant_2006m8;montant_2006m9;montant_2006m10;montant_2006m11;montant_2006m12;nb_cart_2007m1;nb_cart_2007m2;nb_cart_2007m3;nb_cart_2007m4;nb_cart_2007m5;nb_cart_2007m6;nb_cart_2007m7;nb_cart_2007m8;nb_cart_2007m9;nb_cart_2007m10;nb_cart_2007m11;nb_cart_2007m12;montant_2007m1;montant_2007m2;montant_2007m3;montant_2007m4;montant_2007m5;montant_2007m6;montant_2007m7;montant_2007m8;montant_2007m9;montant_2007m10;montant_2007m11;montant_2007m12;sexe;IDF;age
584970;31JUL2004;0;0;220;0;0;0;0;0;0;0;120;0;0;0;69;0;0;0;0;0;0;0;37.8;0;0;0;0;200;120;0;200;0;320;0;0;0;0;0;0;63;38.2;0;62.4;0;100.2;0;0;0;0;350;200;0;0;0;250;0;0;240;0;0;0;110.1;63.2;0;0;0;79.5;0;0;78.2;0;0;1;1;38
585000;17SEP2004;80;0;0;100;0;0;0;0;140;0;0;140;23.2;0;0;31.2;0;0;0;0;43.4;0;0;44;0;0;150;0;0;0;0;0;200;0;0;170;0;0;46.9;0;0;0;0;0;62.8;0;0;53.9;0;0;0;0;0;0;140;0;0;0;0;60;0;0;0;0;0;0;43.4;0;0;0;0;21;1;0;23
585005;31JUL2004;0;180;0;0;0;0;150;0;0;0;240;0;0;54.6;0;0;0;0;47.3;0;0;0;76.6;0;120;0;80;0;0;220;0;170;0;0;170;0;37.2;0;24.8;0;0;68.2;0;53.5;0;0;53.1;0;150;0;250;150;170;0;180;0;0;250;0;0;48.1;0;78.7;46.9;53.9;0;56.6;0;0;79.7;0;0;1;0;43
585019;31JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
585021;02AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;200;0;62;0;0;0;0;0;0;0;0;0;63.2;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63.2;0;0;1;1;28
585062;31JUL2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;6.2;0;1;27
585132;02AUG2004;0;0;200;0;150;0;150;0;150;0;200;0;0;0;59.8;0;47.3;0;47.7;0;48.3;0;63.6;0;130;120;0;0;160;0;150;0;160;0;120;0;41.1;37.2;0;0;50.8;0;47.7;0;51;0;38;0;130;0;0;160;0;150;0;0;230;0;200;0;40.3;0;0;49.8;0;46.7;0;0;72.1;0;63.6;0;1;0;19
585135;02AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;90;0;0;0;0;0;0;0;0;24.8;0;0;28.3;0;0;0;70;0;0;0;0;0;80;0;140;0;0;0;22.1;0;0;0;0;0;25.2;0;45;1;1;21
585138;02AUG2004;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;200;0;0;62.2;0;0;0;0;0;0;0;0;62;0;0;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;62.4;0;0;0;62;0;0;1;0;21
585155;02AUG2004;0;0;200;0;0;200;0;0;0;200;0;0;0;0;58;0;0;62;0;0;0;62;0;0;0;200;0;0;200;0;0;0;0;200;0;0;0;62;0;0;62.4;0;0;0;0;62;0;0;0;200;0;0;200;0;0;0;250;0;0;0;0;62;0;0;62.6;0;0;0;78.3;0;0;0;1;0;28
585159;02AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.8;1;1;23
585195;02AUG2004;200;200;200;250;200;0;200;200;200;0;200;0;62.5;62.8;62.8;80.7;63.8;0;63;64;64.4;0;65;0;0;200;200;0;0;0;0;0;0;200;0;0;0;64.4;64.4;0;0;0;0;0;0;64.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;42
585198;02AUG2004;150;200;0;200;200;0;250;0;0;200;0;200;43.5;58;0;62;62;0;77.5;0;0;62;0;62;0;200;200;0;200;200;0;200;0;0;200;200;0;62;62;0;62;62;0;62;0;0;62;62;0;200;200;0;200;0;200;0;0;200;200;0;0;62;62;0;62;0;62;0;0;62;62;0;1;0;19
585219;02AUG2004;0;0;0;0;0;0;0;200;0;200;0;200;0;0;0;0;0;0;0;63;0;63.2;0;62;0;0;200;0;0;200;0;200;0;0;200;0;0;0;62;0;0;62;0;62;0;0;62.2;0;0;200;200;0;0;200;0;320;200;0;200;0;0;62;62.4;0;0;62;0;99.2;62;0;62.8;0;1;0;44
585220;02AUG2004;0;200;250;0;250;200;200;0;250;250;0;200;0;61;79.7;0;79.7;63.2;63.4;0;79.5;79.7;0;64;400;0;250;0;200;0;200;0;200;250;0;250;128;0;79.9;0;64;0;63.8;0;63.8;79.5;0;81.7;300;0;250;0;300;0;250;0;300;0;250;0;95;0;79.5;0;95.6;0;79.1;0;96;0;80.3;0;0;0;23
585296;02AUG2004;150;200;200;0;200;0;200;0;250;0;0;0;43.5;58;62;0;62;0;62;0;77.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23
585305;02AUG2004;0;0;0;200;0;0;0;200;0;0;0;200;0;0;0;62.6;0;0;0;62.2;0;0;0;62;0;0;0;250;0;0;200;0;0;0;0;250;0;0;0;78.5;0;0;62;0;0;0;0;77.5;0;0;0;0;200;0;0;0;0;0;200;0;0;0;0;0;62.4;0;0;0;0;0;62.8;0;1;1;20
585310;02AUG2004;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;31.4;0;0;0;0;31;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;31;0;0;0;0;31;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;1;21
585331;02AUG2004;0;500;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;20;0;0;0;0;0;108.5;0;0;0;0;0;6.2;0;0;0;200;0;0;0;0;0;0;0;250;0;0;0;62;0;0;0;0;0;0;0;78.7;0;0;1;1;20
585335;02AUG2004;300;0;0;200;0;250;0;0;300;0;0;200;90;0;0;63.6;0;79.1;0;0;94;0;0;62;0;200;0;200;200;200;0;200;200;250;250;200;0;62;0;62.6;62;62;0;62;62;78.3;78.3;62;200;0;200;250;0;0;0;200;200;0;0;200;62;0;62;78.3;0;0;0;62;62;0;0;63.2;1;1;26
585338;02AUG2004;0;300;0;0;200;0;200;0;0;250;0;300;0;87;0;0;62;0;64;0;0;80.5;0;96;0;0;0;0;300;0;0;300;0;250;0;0;0;0;0;0;96;0;0;95;0;78.5;0;0;200;0;200;0;200;200;0;200;0;0;200;0;63;0;63;0;63;63;0;63;0;0;62;0;1;0;29
585363;02AUG2004;0;0;200;0;200;0;200;0;0;200;0;0;0;0;58.6;0;62.8;0;62.8;0;0;63.2;0;0;200;0;0;0;0;200;0;0;200;0;0;200;62;0;0;0;0;62;0;0;62.2;0;0;62;0;0;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;62;0;0;0;62;0;0;1;0;27
585364;02AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23
585387;02AUG2004;0;0;200;0;0;0;0;0;0;0;0;0;0;0;59.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;18
585396;02AUG2004;0;0;30;0;0;0;200;0;0;0;80;0;0;0;9.5;0;0;0;63;0;0;0;25.2;0;0;0;70;0;200;0;0;0;210;0;0;0;0;0;21.7;0;63;0;0;0;66.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;38
585409;02AUG2004;0;0;200;0;0;0;0;200;0;0;0;0;0;0;62;0;0;0;0;62;0;0;0;0;0;0;0;0;0;200;0;200;200;0;0;0;0;0;0;0;0;62;0;62;62;0;0;0;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;62;0;0;0;62;0;0;0;0;1;1;22
585435;02AUG2004;300;0;0;0;0;0;0;0;0;0;0;0;87.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;109.3;0;0;0;1;0;19
585448;02AUG2004;0;0;0;100;0;200;0;0;0;100;0;0;0;0;0;31;0;62;0;0;0;31;0;0;100;0;0;200;0;0;0;0;0;200;0;0;31;0;0;62;0;0;0;0;0;62.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
585573;03AUG2004;0;400;0;200;200;0;300;0;400;0;200;0;0;125;0;65;64;0;96;0;128;0;64;0;200;200;200;0;0;300;200;0;200;400;0;0;62;65.6;62;0;0;95;62;0;62;124;0;0;200;0;200;200;200;0;200;200;400;0;0;200;62;0;62;62;62;0;62;62;124;0;0;62;0;0;44
585577;02AUG2004;100;0;100;100;0;150;140;0;0;110;150;0;30.2;0;30.5;32;0;47.7;44;0;0;35.3;48.7;0;160;0;180;0;0;100;0;150;0;100;0;150;50.8;0;58;0;0;32;0;47.9;0;32.2;0;48.5;0;100;0;140;100;0;100;150;0;140;0;150;0;31.8;0;45;32.6;0;31.8;47.7;0;44.2;0;48.1;1;1;34
585590;03AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
585593;03AUG2004;0;0;0;200;0;0;0;0;200;0;0;0;0;0;0;62.2;0;0;0;0;62.8;0;0;0;0;0;150;0;0;0;0;190;0;0;0;0;0;0;46.5;0;0;0;0;59.1;0;0;0;0;0;0;200;0;0;0;0;0;130;0;0;30;0;0;62;0;0;0;0;0;40.3;0;0;10.5;0;1;34
585602;03AUG2004;0;250;0;0;0;200;0;0;190;0;0;350;0;74;0;0;0;62.6;0;0;60.7;0;0;108.9;170;0;200;0;0;200;0;200;0;200;0;200;53.9;0;62.8;0;0;63.2;0;63.2;0;63.4;0;65;200;0;0;0;0;0;0;240;0;0;180;0;65.2;0;0;0;0;0;0;76;0;0;57.4;0;1;1;21
585608;03AUG2004;150;250;0;200;200;200;0;200;0;200;200;0;43.5;72.5;0;62;62;62;0;62;0;63;63;0;320;0;200;150;200;200;0;200;0;200;200;100;93;0;62;47.5;62.8;62;0;62;0;62.4;62;31.8;200;320;160;0;140;460;200;0;340;0;200;220;62;99.2;50.6;0;44.2;145.4;62;0;108.6;0;62;69;0;0;40
585609;03AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
585612;03AUG2004;0;500;0;0;0;0;200;0;550;0;0;0;0;145;0;0;0;0;62;0;170.9;0;0;0;0;300;0;350;0;0;0;0;500;0;0;500;0;93;0;111.5;0;0;0;0;155;0;0;155;0;0;0;0;0;300;0;0;400;0;0;0;0;0;0;0;0;93;0;0;124;0;0;0;1;1;25
585663;03AUG2004;0;0;0;0;70;0;0;120;0;0;0;0;0;0;0;0;21.9;0;0;37.2;0;0;0;0;0;0;0;0;50;0;0;100;0;0;0;80;0;0;0;0;15.7;0;0;31;0;0;0;24.8;0;0;60;0;0;0;0;80;0;0;0;70;0;0;18.8;0;0;0;0;24.8;0;0;0;21.7;1;0;37
585681;03AUG2004;0;150;0;0;0;0;200;0;0;200;0;0;0;44.4;0;0;0;0;62.6;0;0;62.6;0;0;200;0;200;0;200;0;0;0;200;0;0;0;62;0;62;0;62;0;0;0;62;0;0;0;200;0;0;0;200;0;0;200;0;200;0;0;62;0;0;0;62;0;0;62;0;62.4;0;0;1;1;36
585686;03AUG2004;300;0;200;150;100;0;150;200;0;100;250;0;90;0;59.5;47.5;31;0;46.5;64;0;31;79.5;0;250;0;150;0;150;0;250;150;0;300;150;0;79.5;0;46.5;0;46.5;0;79.1;46.5;0;95;46.5;0;250;0;0;100;0;200;0;150;150;100;0;150;79.5;0;0;31;0;63;0;46.5;47.5;31;0;46.5;1;0;37
585717;03AUG2004;200;0;0;0;0;400;0;0;0;0;0;0;60.1;0;0;0;0;126;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;250;0;0;63;0;0;0;0;0;0;0;0;80.1;200;0;200;0;200;0;300;0;0;200;0;0;63;0;63;0;63;0;94.2;0;0;63.4;0;0;1;0;40
585750;03AUG2004;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;32.2;0;0;0;0;0;0;0;0;0;0;120;150;0;200;0;240;0;0;0;230;0;0;37.6;47.5;0;62.2;0;74.4;0;0;0;72.1;60;0;140;200;0;0;150;210;0;0;0;200;18.6;0;43.4;62.4;0;0;46.5;62;0;0;0;62;1;1;20
585788;03AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;800;0;0;0;0;0;0;0;248;0;0;0;250;0;0;0;0;0;0;1;1;20
585803;16AUG2004;0;160;100;0;200;0;320;0;0;110;0;70;0;47;30.8;0;63;0;101.2;0;0;35.1;0;22.1;160;0;200;280;0;150;0;0;270;0;0;300;50.2;0;63.2;88;0;47.3;0;0;85.3;0;0;94.4;0;0;270;0;210;0;120;0;70;160;230;0;0;0;85.3;0;66.3;0;38;0;22.1;50.2;72.7;0;1;0;18
585806;03AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;1;0;22
585859;03AUG2004;0;0;0;0;120;0;0;0;120;0;0;120;0;0;0;0;38;0;0;0;38;0;0;37.2;0;0;0;110;0;0;110;0;0;100;0;130;0;0;0;34.3;0;0;34.3;0;0;31.6;0;41.9;0;0;0;0;120;0;180;0;0;160;0;0;0;0;0;0;38;0;56.2;0;0;51.2;0;0;1;1;26
585872;04AUG2004;0;0;0;0;0;0;0;100;0;0;0;500;0;0;0;0;0;0;0;31;0;0;0;155;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;47.5;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;1;1;21
585875;04AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
585913;04AUG2004;0;0;0;150;0;0;0;0;200;0;0;250;0;0;0;46.9;0;0;0;0;63;0;0;77.9;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;23
585918;04AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;77.9;0;1;0;33
585945;04AUG2004;150;100;0;200;0;200;0;200;0;200;200;200;43.8;29;0;62.6;0;62.8;0;62.8;0;63.6;64;63;400;0;200;0;0;0;0;0;0;0;0;0;125.8;0;62.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;38
585974;04AUG2004;200;150;180;200;200;0;240;200;200;200;200;220;58;43.5;53.4;62.4;62.4;0;75.2;62.4;62.4;62.2;62.6;68.6;200;200;0;200;0;0;200;0;200;200;0;200;62.4;62.8;0;62.4;0;0;62.4;0;62.8;62.8;0;62;200;200;0;0;200;200;0;200;0;200;200;0;62;62;0;0;62;62;0;62;0;62;62;0;1;0;28
586025;04AUG2004;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;34
586047;04AUG2004;0;200;0;200;0;200;200;0;0;0;200;0;0;58;0;62;0;62;62;0;0;0;62;0;0;200;0;250;0;0;250;0;250;0;200;0;0;62;0;77.5;0;0;77.5;0;77.5;0;62;0;250;0;0;200;200;0;200;200;0;200;200;0;77.5;0;0;62;62;0;62;62;0;62;62;0;0;1;46
586072;04AUG2004;50;0;100;0;70;0;0;110;50;160;200;170;14.8;0;29.3;0;21.7;0;0;34.1;15.7;49.8;62.8;52.7;0;121;120;0;0;0;0;0;0;110;90;180;0;37.2;37.2;0;0;0;0;0;0;34.5;28.3;56.2;70;0;0;100;130;0;0;50;0;0;160;120;21.7;0;0;31.6;41.1;0;0;15.5;0;0;50.4;40.8;1;1;47
586123;04AUG2004;0;0;0;0;0;100;0;0;0;0;0;150;0;0;0;0;0;31;0;0;0;0;0;47.5;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;31;0;0;0;0;31;0;0;0;0;1;1;37
586163;04AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
586166;04AUG2004;0;0;0;100;100;300;0;0;0;150;0;100;0;0;0;31.4;31;93;0;0;0;46.5;0;31;0;110;100;200;0;0;200;0;200;0;120;0;0;34.1;31;62;0;0;62;0;62;0;37.2;0;200;0;200;200;120;200;200;200;250;0;200;200;62;0;62.2;62;37.2;62;62;62;77.5;0;62;62;1;0;31
586174;04AUG2004;0;100;90;0;0;100;0;0;100;0;160;0;0;29;27.9;0;0;31;0;0;31.4;0;49.6;0;100;0;100;0;100;0;0;100;0;0;100;0;31;0;31;0;31.2;0;0;31;0;0;31;0;100;0;100;0;0;100;0;0;100;0;0;100;31;0;31;0;0;31;0;0;31.8;0;0;31;1;1;36
586179;04AUG2004;0;220;0;150;0;0;0;250;0;0;100;0;0;67.4;0;48.3;0;0;0;79.9;0;0;32;0;0;0;200;0;260;0;0;0;0;200;0;0;0;0;64;0;84.6;0;0;0;0;64;0;0;0;200;0;0;0;0;200;0;0;0;210;0;0;64;0;0;0;0;63.8;0;0;0;67.9;0;0;0;29
586210;04AUG2004;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;0;20;0;0;0;0;0;0;0;60;0;0;0;6.2;0;0;0;0;0;0;0;19;0;50;0;0;40;0;0;0;0;30;0;120;0;15.5;0;0;12.8;0;0;0;0;9.3;0;38.2;1;1;21
586242;05AUG2004;0;0;200;200;0;0;200;0;0;200;250;0;0;0;61;65.4;0;0;65;0;0;65.4;80.9;0;0;250;0;300;0;0;0;250;0;300;0;0;0;80.5;0;98;0;0;0;81.5;0;98;0;0;200;0;0;400;0;0;200;0;0;0;300;0;65;0;0;132;0;0;66;0;0;0;98;0;1;1;50
586348;05AUG2004;0;0;0;0;0;0;100;0;0;0;0;200;0;0;0;0;0;0;31.4;0;0;0;0;62.8;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63.6;0;0;250;0;0;0;100;0;0;0;0;200;0;0;79.9;0;0;0;31.4;0;0;0;0;63.8;1;0;19
586352;05AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;21
586368;05AUG2004;0;0;200;0;0;200;0;0;200;0;0;200;0;0;60.7;0;0;64.6;0;0;64.6;0;0;64.2;0;0;200;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;31
586372;05AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63.2;0;0;0;0;0;0;1;1;22
586382;05AUG2004;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;47.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;22
586389;05AUG2004;0;0;0;0;0;200;0;0;0;250;0;0;0;0;0;0;0;63;0;0;0;79.5;0;0;0;0;0;0;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;63;0;0;0;64;0;0;0;0;0;0;100;0;0;400;0;0;0;0;0;0;0;0;31.4;0;0;128;0;0;1;1;19
586431;05AUG2004;0;0;0;0;100;0;0;0;0;0;0;200;0;0;0;0;31.8;0;0;0;0;0;0;63.6;0;0;250;0;200;0;0;0;0;0;0;0;0;0;78.3;0;63.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;64.2;0;0;19
586432;05AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;21
586441;05AUG2004;0;0;0;0;0;0;200;0;0;0;0;200;0;0;0;0;0;0;63;0;0;0;0;62.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;64.8;0;0;1;1;20
586447;05AUG2004;0;150;0;0;0;0;200;0;0;0;200;0;0;43.5;0;0;0;0;62;0;0;0;62;0;0;0;200;0;0;0;0;200;0;0;200;0;0;0;62;0;0;0;0;62;0;0;63;0;0;0;200;0;0;0;0;150;0;0;200;0;0;0;62;0;0;0;0;46.5;0;0;64;0;0;0;37
586483;05AUG2004;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.6;0;1;0;31
586516;05AUG2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36
586524;05AUG2004;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;47.5;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.8;0;0;0;0;0;0;1;0;20
586530;05AUG2004;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;25.2;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;37.2;0;0;0;0;0;0;70;0;0;0;150;0;0;0;0;0;0;0;21.7;0;0;0;47.1;0;0;0;0;0;0;0;1;0;22
586537;05AUG2004;250;0;300;210;0;0;320;0;350;0;0;400;75.5;0;90;67.3;0;0;101.2;0;110.5;0;0;127;0;0;0;300;0;0;400;0;0;400;0;0;0;0;0;96;0;0;127;0;0;128;0;0;400;0;0;290;0;450;0;0;0;550;0;0;128;0;0;92.1;0;144.5;0;0;0;176.3;0;0;1;0;26
586651;05AUG2004;0;0;200;0;150;0;0;0;250;0;0;0;0;0;58;0;46.5;0;0;0;78.5;0;0;0;250;0;0;0;0;250;0;0;0;0;200;0;77.5;0;0;0;0;77.5;0;0;0;0;62.6;0;250;0;0;0;0;0;250;0;0;0;0;250;79.5;0;0;0;0;0;77.5;0;0;0;0;79.3;1;1;19
586706;05AUG2004;200;0;0;650;0;0;0;400;0;0;0;350;58.6;0;0;201.5;0;0;0;124;0;0;0;108.5;0;200;0;250;0;0;0;200;200;0;200;200;0;62;0;77.9;0;0;0;62;62;0;62;62;0;300;200;120;0;200;200;0;250;0;400;0;0;93.6;62;37.6;0;62.8;62.6;0;77.5;0;125;0;1;1;33
